player_id,archetype,adr,kast_percent,first_bloods_per_round,first_deaths_per_round,assists_per_round,clutch_win_rate,survival_rate,trade_percent,headshot_percent,econ_rating,sniper_kill_percent
player_1567,Passive Support,-0.3836391834809819,1.2796898069854334,-0.20691166935130173,-1.091523951989825,0.20069286418839616,-0.601387832291673,1.9748552879647743,1.4309065547414546,-0.7119738754336238,0.723679159847423,-1.1177923749865166
player_1681,Passive Support,-1.1149660909721408,1.2313098616514848,-1.6079767214682081,-1.0717197330763217,0.24516448367455082,0.2147865823700593,1.355701371904928,1.5135582887071666,0.44368218793214237,-0.27781050741362157,-1.168304243706289
player_2159,Lurker,0.6775406327883122,0.33607381933015895,-0.6459074150768318,-0.5505642997233442,-0.6489625593939111,1.3782481476543051,1.1296101447290274,-0.8190463106521665,0.6969574648530495,1.6463923701321075,-0.35118261097998527
player_2762,Lurker,-0.09589785863353956,-0.3146103854563723,0.22840143922019188,-1.0220238064154765,-1.264415512146639,1.9447782775064302,-0.46357468679056263,-1.2616420883320594,1.1936278192457501,0.46633544229912643,0.4274598346226708
player_3804,Utility-Heavy,-0.625663065976453,1.1445356132426785,-0.7171044900672301,1.3977418333940852,0.1779262221616037,-0.4984595828030057,0.13249511371432246,0.6110138421992574,-0.6765650357891961,-0.8658041091552922,-0.49007742242102714
player_36,Aggressive Entry,0.4009661914366483,0.7844693052371795,3.2364505536175017,1.6930694246843812,-0.47333841614115585,1.1954008204967925,-1.1656595538748948,-0.027022296557751672,1.5063129069683563,-0.357860887928831,1.3717626888213068
player_4134,Balanced Flex,-0.08543244395108845,0.25267031494101694,1.207667881832003,1.054244939836691,-0.3149955027943895,-0.1439088929900968,-1.4187736880647084,0.22075350838298652,0.8631440182767806,0.2662758779249979,0.8166588682396111
player_981,Aggressive Entry,1.649463924509233,-1.469363346511735,1.5710907138342625,2.3046161507618095,-1.6894039687608045,-1.1793812907430032,-2.0788080976076735,-1.163789713551113,-0.13046347707305964,-1.0576962379977577,0.3301652823263913
player_4013,Balanced Flex,0.6880832722856485,-0.09658928984553086,0.6189280366132635,0.09739780759624195,-0.6963096565348659,1.1339271377032383,0.3957208922546076,-0.003821320543900504,0.357175326733035,0.7339533452959418,-0.45592962486037336
player_4149,Balanced Flex,-0.7460880845293305,0.3861804738626298,0.22284747959234608,0.8725530486636389,-1.393077647297749,-0.009320991705382914,0.3311393204235998,-0.2608562062692588,-0.053207450884280555,0.9393689026172358,0.9269773899487748
player_3846,Utility-Heavy,-0.743068827993692,1.134163627727392,-1.4644127935973352,0.2545307734726372,1.593242552182483,-0.5072018872941455,1.0076557734794018,0.12489944262341181,-0.8792849044827068,0.05136248457620214,0.07628646909233867
player_3273,Utility-Heavy,-0.26659955929141,-0.2685295185634976,-0.6565795968686278,-0.29672526381557857,0.7471336474705561,-0.302586269571653,0.19365423967620574,-0.3534694079044226,-1.3262683473783596,0.19166463187034116,-1.168304243706289
player_2001,Lurker,-0.30632337705281565,1.6918394907528904,-0.7213739981683568,-0.66178025022578,-0.8108674789466183,0.7907460115967964,1.535487133680925,-0.7112408514058108,-0.2542060344076321,-0.12055352109364469,0.14662476355354326
player_2999,Lurker,0.4791706367657674,-0.0728614642230624,0.14283404387187462,-1.6107151744204793,-0.6636313758944333,0.14938123082800905,1.595061124303754,-2.024523218288148,0.0945388800683026,1.3645773709332079,0.24140165453263598
player_1304,Passive Support,-1.8521862891382026,1.1660229392690065,-0.05591725158229624,-1.5751567378334752,0.5225953567288688,-0.28390772208887927,0.001662446132713456,1.3558169986715725,-0.42034943483282183,-0.2608806392851564,-0.9114819771519355
player_867,Aggressive Entry,1.3384134920618505,0.3050948713156029,0.8353132849945389,1.6080197696790461,-0.9055377537400338,-0.9404852562983002,-0.48945137266468236,-0.2190936888845485,0.2873491971914855,-0.41920151653999144,1.7511913324086492
player_544,Aggressive Entry,2.0574712822269015,-1.013787690492917,1.1890551222765822,0.6750951438262103,-1.3506037086376843,-0.6188494641088255,-1.3284231933477053,0.03908589679588815,0.08235009833535717,-1.1601057430991408,0.06619434767096642
player_2035,Lurker,1.455662171761687,-1.3402190708256385,-0.2165933318913205,-1.219359732922368,-0.1096642758632712,0.5843252668883345,0.24858508097496979,-0.5475751393802064,0.7844682055975974,1.1037168007466194,-0.41329001150258654
player_809,Aggressive Entry,1.9418620854712825,-2.0090255417292844,2.0057550807847018,1.83205173359053,-0.20773709453150205,1.41145042610755,-1.4590815471199987,0.19227752778193635,0.43672901263657893,-2.410884458098975,1.2900417004410802
player_1484,Passive Support,-0.7973518089030708,1.743387393718567,-0.37184058791130115,-0.3738252716696572,0.40608053114712717,0.17039625392187183,0.6863772729360708,2.1479544291541184,-0.6860980836874625,0.9766084283983248,-0.34297488740727855
player_2778,Lurker,0.7031473433858149,0.14360679883580896,0.04843412289875199,-1.6107151744204793,-0.02197640709486033,0.9829623911135964,0.774568834911011,-1.076231610230771,-0.5287632861388947,2.2444057843508722,-0.6389996925233544
